Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
G. de los Santos,Guillermo Gabriel De Los Santos Viana,175650,Defensor Sporting,Defensor Sporting,https://cdn5.wyscout.com/photos/team/public/465_120x120.png,Primera División,"LCB, RCB, CB",LCB,60,RCB,25,CB,13,33.0,1991-02-15,350000,2024-12-31,31,2913,2,1.7000000000000002,0,0.25,15.14,64.49,Uruguay,['Uruguay'],right,181,75,False,10.01,6.46,70.33,4.54,65.99,0.22,0.34,0.34,5.25,8.36,0.9,8,0.25,0,0.0,0.25,0.06,2,0.06,0.05,2,0.06,12,0.37,25.0,16.667,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.28,55.56,1.54,50.0,0.49,0.37,0.0,26.48,0.31,1.14,44.83,84.56,19.28,72.28,1.48,93.75,35.59,92.36,9.21,54.7,24.09,38.24,0.01,0.12,0.0,0.03,0.0,0.0,0.03,6.09,58.88,0.59,31.58,0.49,31.25,0.28,0.0,9.45,65.36,95.85,21.6,0,,0,,0,0.0,0.0,0.0,,,0.93,,4.54,0.0,0.0,0.0,0.0,0,0.0,2023
A. Álvarez,Agustín Álvarez Wallace,-116403,Atlético Nacional,Torque,https://cdn5.wyscout.com/photos/team/public/487_120x120.png,Liga BetPlay,"RCMF, DMF, LCMF",RCMF,42,DMF,23,LCMF,15,22.0,2001-04-20,400000,2027-12-31,33,2883,1,1.76,3,2.35,15.67,46.22,Uruguay,['Uruguay'],right,179,75,True,7.55,6.21,53.27,2.81,35.56,0.06,0.1,0.28,4.18,6.4,1.09,6,0.19,0,0.0,1.65,0.03,1,0.03,0.05,0,0.0,48,1.5,29.17,2.083,0.09,0.53,35.29,0.19,16.67,0.28,55.56,0.12,1.5,45.83,4.34,41.01,0.25,0.75,0.31,36.18,0.12,0.72,55.04,83.95,21.7,71.51,5.84,93.58,46.51,88.39,7.99,61.33,20.47,36.41,0.07,0.94,0.06,0.0,0.6900000000000001,50.0,0.28,11.61,74.19,2.4,42.86,1.25,35.0,0.94,0.22,11.64,80.7,93.43,21.38,0,,0,,0,0.0,0.0,0.0,,,0.6900000000000001,,2.81,0.81,0.28,44.44,1.09,0,0.0,2023
J. Acosta,Juan Manuel Acosta Díaz,434036,Boston River,Wanderers,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,RB,RB,99,,0,,0,30.0,1993-11-11,400000,,32,2880,0,0.5,2,1.03,21.63,54.19,Uruguay,['Uruguay'],right,174,70,False,11.78,9.69,64.84,2.72,39.08,0.59,0.88,0.31,4.91,7.29,1.47,11,0.34,0,0.0,2.13,0.0,0,0.0,0.02,0,0.0,9,0.28,22.22,0.0,0.06,1.94,37.1,0.0,0.0,1.91,37.7,0.19,2.19,58.57,5.97,47.64,0.59,1.31,0.5,21.25,1.47,1.31,33.22,73.85,15.19,63.58,4.25,91.18,25.94,82.77,5.38,43.6,20.34,37.22,0.03,0.34,0.03,0.0,0.13,50.0,0.13,6.69,61.21,2.59,38.55,0.56,27.78,0.44,0.75,8.91,71.93,79.14,8.69,0,,0,,0,0.0,0.0,0.0,,,0.38,,2.72,0.0,0.0,0.0,0.0,0,0.0,2023
M. Brasil,Mauro Alejandro Brasil Alcaire,447032,Cerro Largo,Cerro Largo,https://cdn5.wyscout.com/photos/team/public/1319_120x120.png,Primera División,"RCB3, RCB, CB",RCB3,52,RCB,21,CB,11,24.0,1999-04-27,1000000,,31,2852,5,2.96,0,0.38,19.12,57.26,Uruguay,['Uruguay'],right,180,73,False,10.48,7.29,66.23,6.5,49.51,0.79,1.12,0.5,4.86,6.88,1.26,14,0.44,1,0.03,0.66,0.16,4,0.13,0.09,2,0.06,19,0.6000000000000001,36.84,26.316,0.0,0.28,22.22,0.03,0.0,0.22,14.29,0.03,0.6000000000000001,63.16,2.24,42.25,1.14,0.22,0.13,11.46,0.44,1.04,23.1,73.5,12.56,62.56,1.67,100.0,17.61,81.9,5.21,47.88,22.09,35.6,0.01,0.16,0.03,0.03,0.03,0.0,0.06,4.29,61.76,0.6000000000000001,36.84,0.25,25.0,0.32,0.06,6.12,62.37,87.44,6.53,0,,0,,0,0.0,0.0,0.0,,,0.73,,6.5,0.13,0.09,66.67,0.0,1,100.0,2023
Juan Izquierdo,Juan Manuel Izquierdo Viana,499288,Nacional,Liverpool,https://cdn5.wyscout.com/photos/team/public/554_120x120.png,Primera División,"RCB, LCB",RCB,59,LCB,29,,0,26.0,1997-07-04,400000,,31,2818,3,1.48,0,0.23,14.34,58.35,Uruguay,['Uruguay'],right,187,78,False,9.13,5.3,70.48,3.16,52.53,0.48,0.7000000000000001,0.67,4.92,7.19,0.99,8,0.26,3,0.1,0.64,0.1,3,0.1,0.05,1,0.03,8,0.26,50.0,37.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.77,66.67,2.78,43.68,0.45,0.86,0.22,17.82,0.45,0.38,29.7,83.01,13.09,69.51,1.92,90.0,23.0,91.25,6.61,55.56,24.01,40.25,0.01,0.06,0.03,0.0,0.0,0.0,0.03,5.43,58.82,0.48,13.33,0.32,30.0,0.26,0.0,7.06,72.4,95.63,11.69,0,,0,,0,0.0,0.0,0.0,,,1.34,,3.16,0.0,0.0,0.0,0.0,0,0.0,2023
E. Darias,Washington Eduardo Darias Lafuente,506234,Peñarol,Deportivo Maldonado,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"LW, RW, LCMF",LW,38,RW,16,LCMF,12,26.0,1998-02-28,700000,,30,2804,4,6.12,1,2.72,26.6,47.38,Uruguay,['Uruguay'],right,172,67,True,7.06,5.64,68.24,2.95,47.19,0.36,0.52,0.03,2.85,4.04,0.86,11,0.35,0,0.0,4.84,0.13,3,0.1,0.2,1,0.03,75,2.49,26.67,5.333,0.03,2.32,27.14,1.19,36.11,1.13,17.65,0.36,6.53,52.79,13.8,42.79,1.86,2.16,1.43,15.39,1.53,2.85,25.8,68.51,9.12,56.73,4.8100000000000005,92.41,20.89,76.67,2.72,39.02,19.24,35.74,0.09,0.73,0.1,0.0,0.33,30.0,0.23,3.61,58.72,2.45,44.59,0.56,47.06,0.6000000000000001,0.7000000000000001,5.04,62.5,71.18,7.59,0,,0,,0,0.0,0.0,0.0,,,0.03,,2.95,0.5,0.1,33.33,1.49,2,50.0,2023
J. Ayala,Jorge Nicolás Ayala Silva,446237,Miramar Misiones,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/985_120x120.png,Primera División,"RCB, RCMF, DMF",RCB,24,RCMF,16,DMF,11,28.0,1995-08-15,300000,,33,2795,1,0.74,3,1.25,17.0,53.6,Uruguay,['Uruguay'],right,187,74,False,9.37,6.96,61.57,3.93,61.48,0.19,0.27,0.45,4.89,6.77,1.32,9,0.29,1,0.03,1.09,0.03,1,0.03,0.02,0,0.0,16,0.52,31.25,6.25,0.1,0.23,42.86,0.1,66.67,0.1,0.0,0.0,1.58,48.98,3.67,37.72,0.58,0.52,0.03,14.59,0.29,0.55,27.53,75.44,12.33,60.84,2.54,92.41,21.38,82.38,5.96,51.35,21.2,34.78,0.04,0.39,0.0,0.0,0.19,33.33,0.19,5.64,60.57,0.71,45.45,0.42,46.15,0.39,0.06,6.41,59.8,88.65,9.08,0,,0,,0,0.0,0.0,0.0,,,0.9,,3.93,0.0,0.0,0.0,0.0,0,0.0,2023
F. Pereira,Andrés Federico Pereira Castelnoble,-124638,Toluca,Liverpool,https://cdn5.wyscout.com/photos/team/public/874_120x120.png,Liga MX,"RCB, RB",RCB,50,RB,37,,0,24.0,2000-02-24,800000,2024-04-24,29,2795,3,1.1,3,0.91,19.55,62.6,Uruguay,['Uruguay'],right,185,84,False,12.01,7.6,74.15,4.15,56.59,0.26,0.4,0.39,6.12,9.42,0.84,5,0.16,0,0.0,1.61,0.1,3,0.1,0.04,2,0.06,13,0.42,38.46,23.077,0.1,1.26,23.08,0.06,50.0,1.16,22.22,0.13,2.03,55.56,4.64,52.08,1.09,2.45,0.77,24.86,1.61,0.87,42.18,80.08,18.19,69.73,3.19,93.94,34.71,87.66,6.38,47.98,21.94,41.34,0.03,0.35,0.03,0.06,0.1,33.33,0.19,6.15,62.83,1.32,43.9,0.48,40.0,0.48,0.29,9.34,65.86,89.9,16.26,0,,0,,0,0.0,0.0,0.0,,,1.55,,4.15,0.0,0.0,0.0,0.0,0,0.0,2023
M. Rea,Martín Rea Zuccotti,491585,Danubio,Danubio,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,"RCB, CB",RCB,69,CB,21,,0,26.0,1997-11-13,600000,,31,2786,1,2.86,0,0.06,15.57,62.86,Uruguay,['Uruguay'],right,184,80,False,10.05,6.85,66.98,4.97,58.44,0.26,0.37,0.55,5.2,7.54,1.23,6,0.19,0,0.0,0.45,0.03,1,0.03,0.09,1,0.03,20,0.65,40.0,5.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.26,75.0,1.1,64.71,0.68,0.97,0.06,25.71,0.32,0.87,44.77,82.03,19.48,69.82,2.88,92.13,33.95,88.49,10.73,62.35,24.38,38.07,0.0,0.06,0.0,0.03,0.0,0.0,0.03,6.2,67.71,0.29,33.33,0.19,50.0,0.19,0.0,10.95,71.39,92.72,19.51,0,,0,,0,0.0,0.0,0.0,,,2.26,,4.97,0.1,0.06,50.0,0.0,0,0.0,2023
Léo Coelho,Leonardo Henriques Coelho,282848,Peñarol,Peñarol,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"LCB, RCB",LCB,58,RCB,30,,0,30.0,1993-05-17,1000000,2025-12-31,31,2765,0,0.81,0,0.1,13.67,61.43,Brazil,['Brazil'],right,189,88,False,8.14,4.43,69.12,5.11,61.78,0.42,0.67,0.49,4.65,7.4,0.72,12,0.39,1,0.03,0.42,0.0,0,0.0,0.03,0,0.0,7,0.23,57.14,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.39,66.67,1.33,48.78,0.33,0.75,0.07,22.3,0.26,0.39,39.16,82.46,17.25,69.81,2.18,92.54,31.51,90.19,7.58,51.07,22.77,39.23,0.0,0.07,0.0,0.0,0.07,50.0,0.03,6.97,61.21,0.85,19.23,0.55,23.53,0.2,0.0,8.66,72.93,93.17,17.15,0,,0,,0,0.0,0.0,0.0,,,1.4,,5.11,0.0,0.0,0.0,0.0,0,0.0,2023
G. Viera,Gonzalo Viera Davyt,143071,River Plate,River Plate,https://cdn5.wyscout.com/photos/team/public/976_120x120.png,Primera División,"RCB, CB",RCB,64,CB,22,,0,37.0,1987-02-08,50000,,31,2734,2,1.41,0,0.01,12.08,64.85,Uruguay,['Uruguay'],right,183,80,False,8.33,4.67,66.9,4.48,63.24,0.13,0.18,0.66,5.07,7.02,0.6900000000000001,6,0.2,0,0.0,0.53,0.07,2,0.07,0.05,2,0.07,16,0.53,37.5,12.5,0.0,0.1,66.67,0.0,0.0,0.1,66.67,0.03,0.36,72.73,1.15,51.43,0.72,0.36,0.0,28.24,0.26,0.76,45.26,83.35,20.94,71.38,1.84,89.29,36.08,90.51,9.09,55.07,24.01,40.13,0.0,0.03,0.0,0.0,0.07,0.0,0.0,5.53,58.33,0.56,35.29,0.23,14.29,0.16,0.07,10.37,68.57,94.35,20.38,0,,0,,0,0.0,0.0,0.0,,,1.38,,4.48,0.0,0.0,0.0,0.0,0,0.0,2023
K. Lewis,Kevin Mathías Lewis Rodríguez,486250,Danubio,Danubio,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,"LB, LCMF, LWB",LB,45,LCMF,19,LWB,14,25.0,1999-01-08,250000,2024-12-31,30,2726,1,0.5700000000000001,2,2.06,13.47,52.45,Uruguay,['Uruguay'],left,173,72,False,8.95,5.28,65.63,2.71,56.1,1.02,1.44,0.1,4.46,6.27,0.56,8,0.26,0,0.0,0.96,0.03,1,0.03,0.02,0,0.0,10,0.33,30.0,10.0,0.07,1.29,41.03,1.29,41.03,0.0,0.0,0.23,0.6900000000000001,47.62,2.84,30.23,0.4,0.5,0.3,20.93,0.92,0.53,36.12,77.24,17.1,70.46,4.26,93.02,28.89,84.11,6.04,51.91,20.84,37.23,0.07,0.4,0.0,0.0,0.03,0.0,0.23,6.7,67.98,1.55,40.43,0.1,0.0,0.1,0.46,9.81,70.37,84.26,10.7,0,,0,,0,0.0,0.0,0.0,,,0.46,,2.71,0.07,0.0,0.0,0.0,0,0.0,2023
R. Ferreira,Robinson Martín Ferreira García,193600,Racing,Deportivo Maldonado,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,"LCB, LB",LCB,85,LB,11,,0,31.0,1992-03-07,350000,,30,2719,0,1.26,1,0.64,16.15,59.43,Uruguay,['Uruguay'],left,177,74,False,10.79,6.75,69.12,4.07,56.91,0.56,0.79,0.5,5.5600000000000005,7.84,0.63,2,0.07,0,0.0,0.76,0.0,0,0.0,0.04,0,0.0,8,0.26,25.0,0.0,0.03,0.89,37.04,0.8300000000000001,40.0,0.07,0.0,0.03,0.5,60.0,2.65,45.0,0.53,1.06,0.17,19.99,0.2,0.43,38.1,77.15,20.46,69.42,2.05,90.32,27.21,86.37,10.13,55.88,23.25,37.02,0.02,0.17,0.0,0.0,0.1,66.67,0.07,8.01,65.29,2.09,42.86,0.8300000000000001,32.0,0.73,0.26,11.88,75.21,86.62,13.11,0,,0,,0,0.0,0.0,0.0,,,0.89,,4.07,0.03,0.0,0.0,0.03,0,0.0,2023
C. Meli,César Marcelo Meli,278681,Emelec,Liverpool,https://cdn5.wyscout.com/photos/team/public/663_120x120.png,Liga Pro,"RCMF3, RCMF",RCMF3,57,RCMF,29,,0,31.0,1992-06-20,250000,,38,2712,2,3.75,1,2.15,17.32,44.06,Argentina,['Argentina'],right,174,79,False,7.1,5.77,60.34,1.89,45.61,0.37,0.56,0.2,3.25,4.95,1.29,11,0.37,0,0.0,1.79,0.07,2,0.07,0.12,0,0.0,52,1.73,30.77,3.846,0.03,0.66,35.0,0.1,66.67,0.56,29.41,0.03,2.36,38.03,7.37,30.63,1.46,1.43,0.6000000000000001,28.67,1.1,1.19,40.02,79.77,14.34,66.44,6.04,91.76,35.54,83.85,3.92,50.0,17.59,35.0,0.07,0.6000000000000001,0.2,0.07,0.6000000000000001,22.22,0.33,7.04,66.51,1.99,41.67,1.03,25.81,0.9,0.2,5.71,73.26,87.5,12.74,0,,0,,0,0.0,0.0,0.0,,,0.33,,1.89,0.13,0.0,0.0,0.27,0,0.0,2023
C. Valdez,Carlos Adrián Valdez Suárez,10384,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,"RCB, CB",RCB,47,CB,46,,0,40.0,1983-05-02,10000,,30,2692,2,0.61,0,0.46,10.93,58.72,Uruguay,['Uruguay'],right,183,75,False,8.69,3.11,65.59,5.28,54.43,0.6000000000000001,0.8200000000000001,0.67,6.05,8.23,0.33,5,0.17,0,0.0,0.27,0.07,2,0.07,0.02,2,0.07,6,0.2,33.33,33.333,0.0,0.2,50.0,0.07,50.0,0.13,50.0,0.03,0.17,60.0,0.5,66.67,0.4,0.2,0.07,14.58,0.17,0.8,28.25,82.25,12.74,70.08,1.77,86.79,22.1,87.59,5.95,63.48,22.53,35.69,0.02,0.1,0.0,0.0,0.0,0.0,0.03,3.38,62.38,0.4,41.67,0.2,66.67,0.17,0.1,7.15,63.08,93.57,12.47,0,,0,,0,0.0,0.0,0.0,,,1.4,,5.28,0.07,0.0,0.0,0.0,0,0.0,2023
A. Pereira,Pablo Agustín Pereira Castelnoble,-308457,Racing,Racing,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,RB,RB,95,,0,,0,22.0,2001-03-24,0,,32,2686,3,1.86,1,1.31,20.17,55.81,Uruguay,['Uruguay'],right,0,0,False,12.3,9.31,61.87,4.02,51.67,0.5,0.76,0.27,6.03,9.09,1.54,6,0.2,1,0.03,2.24,0.1,3,0.1,0.06,1,0.03,15,0.5,40.0,20.0,0.03,2.71,38.27,0.0,0.0,2.71,38.27,0.2,1.24,75.68,4.22,50.79,0.67,0.97,0.5,18.73,1.24,1.27,31.33,70.8,15.48,61.04,2.85,90.59,22.62,82.96,6.27,40.11,22.49,35.43,0.04,0.5,0.0,0.03,0.1,66.67,0.1,7.14,57.28,2.58,36.36,0.2,16.67,0.17,0.94,8.31,69.76,78.47,9.18,0,,0,,0,0.0,0.0,0.0,,,0.5700000000000001,,4.02,0.03,0.0,0.0,0.0,0,0.0,2023
M. Gianoli,Martín German Gianoli Abellan,-229369,Peñarol,Cerro Largo,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"LCB3, LCB",LCB3,75,LCB,22,,0,23.0,2000-09-27,0,,32,2685,2,1.27,2,0.3,11.83,61.76,Uruguay,['Uruguay'],left,197,84,False,8.68,4.69,65.71,3.65,72.48,0.2,0.28,0.44,5.4,7.43,0.87,10,0.34,1,0.03,0.54,0.07,2,0.07,0.04,1,0.03,10,0.34,40.0,20.0,0.07,0.23,71.43,0.2,66.67,0.03,100.0,0.0,0.47,50.0,1.27,47.37,0.47,0.44,0.17,10.76,0.3,0.34,22.09,65.25,13.44,58.1,1.07,81.25,15.25,75.6,6.6,41.12,24.05,37.88,0.01,0.1,0.0,0.0,0.0,0.0,0.07,5.4,50.93,0.77,52.17,0.54,31.25,0.27,0.17,7.58,58.85,79.53,5.73,0,,0,,0,0.0,0.0,0.0,,,0.37,,3.65,0.07,0.0,0.0,0.0,0,0.0,2023
S. Viera,Santiago Nicolás Viera Moreira,434546,,Cerro Largo,,,"LCMF3, RCMF, LCMF",LCMF3,25,RCMF,19,LCMF,14,25.0,1998-06-04,250000,,32,2655,0,1.24,2,1.39,18.1,45.51,Uruguay,['Uruguay'],right,176,67,False,6.61,5.8,60.82,4.03,34.45,0.03,0.05,0.14,3.05,4.3,1.05,13,0.44,0,0.0,2.07,0.0,0,0.0,0.04,0,0.0,20,0.68,30.0,0.0,0.07,1.32,43.59,0.51,53.33,0.78,39.13,0.2,2.24,56.06,6.0,40.68,0.81,0.85,0.37,16.51,0.81,0.64,26.68,73.82,9.86,55.67,3.63,95.33,22.58,78.53,2.88,49.41,19.11,28.41,0.05,0.47,0.03,0.07,0.37,9.09,0.27,4.47,69.7,1.86,45.45,0.47,7.14,0.31,0.58,5.25,70.32,84.59,9.46,0,,0,,0,0.0,0.0,0.0,,,0.27,,4.03,0.07,0.0,0.0,0.0,0,0.0,2023
J. Quintana,Juan Ignacio Quintana Silva,-69039,Banfield,La Luz,https://cdn5.wyscout.com/photos/team/public/116_120x120.png,Copa de la Liga Profesional,"RW, CF, RWF",RW,38,CF,15,RWF,15,24.0,2000-01-04,250000,,35,2647,7,3.45,1,4.5,22.58,41.42,Uruguay,['Uruguay'],right,176,73,True,4.79,4.42,65.38,2.21,26.15,0.1,0.15,0.1,1.8,2.61,1.26,2,0.07,0,0.0,5.24,0.24,6,0.2,0.12,1,0.03,30,1.02,30.0,23.333,0.03,5.17,35.53,0.24,28.57,4.93,35.86,0.68,5.68,53.29,12.0,38.24,1.56,2.28,1.43,12.78,1.97,0.68,22.61,62.11,6.87,55.45,3.26,84.38,15.98,72.77,1.7000000000000002,42.0,19.25,23.3,0.15,1.09,0.07,0.0,0.27,25.0,0.65,2.52,54.05,5.34,36.94,0.31,22.22,0.65,1.8,4.32,84.25,57.74,8.13,0,,0,,0,0.0,0.0,0.0,,,0.03,,2.21,0.48,0.03,100.0,0.37,1,100.0,2023
P. Porcile,Pablo Martín Porcile Palacios,352085,La Luz,La Luz,https://cdn5.wyscout.com/photos/team/public/g8238_120x120.png,Segunda División,"LCMF, RCMF, DMF",LCMF,31,RCMF,19,DMF,16,27.0,1996-06-24,325000,,33,2645,0,1.91,1,0.7000000000000001,20.25,51.26,Uruguay,['Uruguay'],right,170,73,False,9.29,7.86,64.94,4.12,43.8,0.24,0.33,0.37,3.95,5.5,1.87,11,0.37,0,0.0,1.09,0.0,0,0.0,0.07,0,0.0,26,0.88,11.54,0.0,0.03,0.78,21.74,0.24,14.29,0.54,25.0,0.03,1.63,50.0,4.63,40.44,0.78,0.34,0.24,11.53,0.44,1.22,24.4,70.57,10.14,60.07,2.25,90.91,20.18,76.56,3.47,46.08,19.04,31.61,0.02,0.34,0.03,0.0,0.1,0.0,0.07,4.9,56.25,0.95,28.57,0.27,25.0,0.1,0.24,4.87,67.13,75.54,7.93,0,,0,,0,0.0,0.0,0.0,,,0.17,,4.12,0.07,0.0,0.0,0.07,0,0.0,2023
Á. Cayetano,Ángel Gabriel Cayetano Pírez,169055,Magallanes,Deportivo Maldonado,https://cdn5.wyscout.com/photos/team/public/3899_120x120.png,Primera B,RCB,RCB,92,,0,,0,33.0,1991-01-08,350000,,29,2644,0,0.64,0,0.07,9.8,60.79,Uruguay,['Uruguay'],right,189,89,False,6.17,3.31,63.83,4.16,62.71,0.28,0.41,0.7000000000000001,3.77,5.43,0.7000000000000001,6,0.2,0,0.0,0.28,0.0,0,0.0,0.02,0,0.0,12,0.42,25.0,0.0,0.0,0.18,20.0,0.0,0.0,0.18,20.0,0.04,0.18,80.0,0.53,26.67,0.39,0.25,0.04,18.18,0.18,0.07,31.29,80.74,15.47,68.34,0.95,96.3,23.54,89.37,7.58,55.35,24.78,40.44,0.0,0.07,0.0,0.04,0.0,0.0,0.04,5.53,56.69,0.81,26.09,0.49,42.86,0.25,0.07,7.75,74.55,93.13,12.83,0,,0,,0,0.0,0.0,0.0,,,0.63,,4.16,0.0,0.0,0.0,0.0,0,0.0,2023
P. Lacoste,Pablo Martín Lacoste Icardi,119221,Cerro,Cerro,https://cdn5.wyscout.com/photos/team/public/986_120x120.png,Primera División,LCB,LCB,90,,0,,0,36.0,1988-01-15,50000,,27,2631,0,0.98,1,0.23,11.08,58.64,Uruguay,['Uruguay'],right,188,82,False,8.31,3.87,69.03,4.62,57.78,0.03,0.05,0.62,5.61,8.28,0.48,5,0.17,0,0.0,0.17,0.0,0,0.0,0.03,0,0.0,7,0.24,0.0,0.0,0.03,0.03,100.0,0.03,100.0,0.0,0.0,0.0,0.27,50.0,0.96,50.0,0.31,0.21,0.0,9.65,0.21,0.48,23.23,70.84,13.55,60.61,0.92,77.78,16.15,78.18,7.05,53.88,24.32,35.16,0.01,0.07,0.0,0.0,0.0,0.0,0.07,3.76,50.91,0.51,26.67,0.21,16.67,0.17,0.03,7.25,56.13,87.61,7.73,0,,0,,0,0.0,0.0,0.0,,,0.51,,4.62,0.03,0.0,0.0,0.0,0,0.0,2023
A. Alaniz,Agustín Nicolas Alaniz Sani,-328917,Racing,Racing,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,"RW, LW, RWF",RW,28,LW,18,RWF,18,21.0,2002-05-16,0,,34,2628,4,5.83,6,3.27,26.2,36.47,Uruguay,['Uruguay'],right,182,76,False,5.82,5.89,52.33,3.15,25.0,0.14,0.2,0.07,2.6,3.72,1.03,4,0.14,0,0.0,4.11,0.14,4,0.14,0.2,0,0.0,63,2.16,30.16,6.349,0.21,2.64,24.68,0.58,41.18,2.05,20.0,0.21,5.45,47.8,13.53,34.18,2.88,3.12,1.58,14.28,2.47,1.58,20.51,70.12,4.69,60.58,4.52,90.15,17.26,78.57,0.79,26.09,17.16,21.94,0.11,0.96,0.14,0.03,0.31,66.67,0.51,1.47,55.81,2.33,48.53,0.27,50.0,0.92,0.65,3.12,69.23,64.12,5.82,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.15,0.51,0.14,50.0,0.41,0,0.0,2023
E. Ancheta,Emiliano Ancheta Da Rosa,-84106,Danubio,La Luz,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,"RB, RWB, RB5",RB,51,RWB,24,RB5,19,24.0,1999-06-09,300000,,30,2614,0,0.33,2,1.86,20.21,55.37,Uruguay,['Uruguay'],right,179,68,False,11.74,8.95,66.15,3.17,51.09,0.0,0.0,0.14,5.82,8.05,1.31,3,0.1,1,0.03,2.93,0.0,0,0.0,0.01,0,0.0,11,0.38,18.18,0.0,0.07,3.55,34.95,0.03,0.0,3.51,35.29,0.59,2.24,64.62,5.58,43.21,0.34,1.62,0.86,18.49,1.65,0.86,32.78,69.01,15.98,66.38,3.13,87.91,24.93,77.35,4.37,48.03,19.92,36.08,0.06,0.52,0.03,0.03,0.28,62.5,0.48,6.51,60.32,3.79,38.18,0.45,38.46,0.28,1.31,9.61,77.06,65.15,8.3,0,,0,,0,0.0,0.0,0.0,,,0.55,,3.17,0.31,0.1,33.33,0.03,0,0.0,2023
H. Menosse,Jorge Hernán Menosse Acosta,90434,Deportivo Maldonado,Peñarol,https://cdn5.wyscout.com/photos/team/public/1745_120x120.png,Primera División,RCB,RCB,87,,0,,0,36.0,1987-04-28,50000,,30,2610,1,2.27,0,0.68,18.72,64.27,Uruguay,"['Uruguay', 'Italy']",right,188,81,False,10.86,7.38,78.5,6.28,63.19,0.17,0.27,0.45,4.9,7.55,1.17,8,0.28,1,0.03,0.59,0.03,1,0.03,0.08,0,0.0,16,0.55,31.25,6.25,0.0,0.24,57.14,0.1,33.33,0.14,75.0,0.0,0.72,33.33,1.97,36.84,1.03,1.34,0.34,24.79,0.21,0.52,42.83,82.93,18.9,70.8,2.34,91.18,34.52,91.51,8.1,47.23,23.02,36.94,0.02,0.24,0.03,0.03,0.03,100.0,0.07,6.07,58.52,0.6900000000000001,40.0,0.41,50.0,0.31,0.07,8.24,66.53,93.91,18.69,0,,0,,0,0.0,0.0,0.0,,,1.62,,6.28,0.0,0.0,0.0,0.0,0,0.0,2023
